,ID,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Seats,Price,Engine_Number,Power_Number
758,758,2012,67147,3,1,1,0.24972720155444408,5.0,2.6,796,0.02301255230125522
759,759,2016,37806,3,1,1,0.25860075693962736,5.0,5.2,1197,0.0905287181437809
760,760,2009,85000,3,1,3,0.2408536461692608,5.0,1.8,998,0.060669456066945585
761,761,2011,35000,3,1,1,0.3219832954052223,4.0,1.6,624,0.00623811335108404
762,762,2015,72035,2,1,1,0.3232509461745342,5.0,2.5,1498,0.12324077596044124
763,763,2011,48500,3,1,1,0.20282412308990383,5.0,2.5,1368,0.10612400152149105
764,764,2017,28854,3,1,1,0.23020537970704086,5.0,6.7,1196,0.100038037276531
765,765,2005,92450,3,1,1,0.19521821847403245,5.0,1.2,1590,0.11373145682769113
766,766,2016,14351,2,2,1,0.2393324652460865,5.0,35.55,1995,0.28489920121719287
767,767,2017,51087,2,1,1,0.2269094877068299,5.0,7.75,1998,0.24629136553822745
768,768,2005,50000,2,1,1,0.16099164770261115,8.0,1.94,2609,0.15671357930772156
769,769,2016,73000,2,1,1,0.31691269232797475,5.0,2.2,1396,0.06618486116394066
770,770,2011,60000,2,2,1,0.22944478924545372,4.0,3.8,1991,0.2162419170787372
771,771,2016,50000,2,1,1,0.16225929847192308,8.0,15.65,2494,0.1289463674400913
772,772,2018,36797,2,2,1,0.24427630324640293,5.0,39.47,2143,0.25374667173830356
773,773,2011,50000,3,1,2,0.2345153923227013,5.0,1.5,1197,0.09813617344998098
774,774,2013,94000,2,1,1,0.16225929847192308,8.0,8.85,2494,0.1289463674400913
775,775,2013,74000,2,1,2,0.15909017154864333,7.0,17.9,2982,0.25542031190566755
776,776,2014,41016,3,2,2,0.21486680539836686,5.0,5.08,1197,0.08501331304678585
777,777,2012,67000,2,1,1,0.28293965171041585,5.0,6.25,1582,0.17519969570178773
778,778,2015,76927,2,2,1,0.1994014660127617,5.0,22.75,1968,0.2665081780144542
779,779,2010,17088,3,1,1,0.23578304309201323,5.0,1.46,1199,0.08596424496006087
780,780,2007,112808,2,1,2,0.22564183693751802,5.0,2.05,1399,0.06428299733739064
781,781,2014,74980,2,1,1,0.25353015386237976,5.0,4.08,1399,0.06428299733739064
782,782,2014,44600,3,2,1,0.2928273277110487,5.0,4.55,998,0.06245720806390263
783,783,2013,37000,2,2,1,0.25353015386237976,5.0,14.0,2143,0.1390262457208064
784,784,2016,21000,3,1,1,0.20028882155128003,5.0,10.9,1591,0.16565233929250667
785,785,2010,81245,3,1,1,0.23958599539994888,5.0,2.45,998,0.06257131989349561
786,786,2013,70000,2,2,1,0.12676507693118988,5.0,15.8,2148,0.25827310764549255
787,787,2017,4018,3,1,1,0.2393324652460865,5.0,8.25,1499,0.14492202358311146
788,788,2013,70000,2,2,2,0.17404845062652372,5.0,8.5,1995,0.21643210346139213
789,789,2016,56532,2,1,1,0.20282412308990383,7.0,15.54,2179,0.20121719284899198
790,790,2013,26875,3,1,1,0.21296532924439904,8.0,2.35,796,0.0
791,791,2015,72599,3,1,1,0.2852214230951773,5.0,4.32,998,0.06245720806390263
792,792,2008,205000,2,1,2,0.16606225077985876,7.0,3.9,2499,0.20311905667554203
793,793,2011,98000,2,1,2,0.28293965171041585,5.0,5.2,1582,0.17519969570178773
794,794,2018,19500,3,1,1,0.23578304309201323,5.0,5.85,1197,0.09058577405857739
795,795,2013,68000,3,1,2,0.2030776532437662,7.0,6.25,1373,0.11316089767972613
796,796,2019,19654,2,2,1,0.17747110770366586,7.0,17.63,2179,0.2297451502472423
797,797,2017,26000,2,1,1,0.2997994069422641,5.0,9.75,1248,0.10327120578166603
798,798,2015,10000,3,2,1,0.22944478924545372,2.0,55.0,3498,0.5169265880562952
799,799,2011,75020,2,1,1,0.2797705247871361,5.0,4.1,1199,0.07550399391403577
800,800,2011,157000,2,1,1,0.15909017154864333,7.0,11.99,2982,0.25542031190566755
801,801,2017,43773,2,1,1,0.20282412308990383,7.0,13.54,2179,0.20121719284899198
802,802,2016,21000,2,2,1,0.2269094877068299,5.0,56.0,2143,0.3175161658425257
803,803,2016,23280,3,1,1,0.2370506938613251,5.0,6.5,1199,0.10365157854697603
804,804,2013,88000,2,1,1,0.29663028001898434,5.0,4.75,1248,0.07569418029669074
805,805,2014,67000,3,1,1,0.21562739585995402,5.0,5.6,1591,0.16565233929250667
806,806,2017,59636,2,2,1,0.13830069893192817,7.0,29.2,3198,0.30962343096234307
807,807,2018,11000,3,1,1,0.23578304309201323,5.0,6.35,1197,0.09058577405857739
808,808,2013,60669,3,1,1,0.21296532924439904,5.0,4.95,1497,0.15614302015975656
809,809,2018,12000,2,1,1,0.34733631079146027,5.0,8.5,1498,0.12248003042982121
810,810,2013,35000,3,1,1,0.21676828155233474,5.0,4.5,1591,0.16565233929250667
811,811,2015,65000,2,1,1,0.30677148617347955,7.0,5.5,1498,0.12248003042982121
812,812,2013,39929,2,1,1,0.2632910647860814,7.0,6.56,1248,0.10384176492963103
813,813,2014,49000,3,1,1,0.30512354017337406,5.0,2.3,998,0.06257131989349561
814,814,2004,77757,2,1,2,0.16606225077985876,10.0,3.5,2446,0.07759604412324077
815,815,2016,21456,3,1,1,0.2580936966319026,5.0,4.55,1197,0.08501331304678585
816,816,2009,74000,2,2,2,0.2155006307830228,5.0,7.75,1896,0.13465195891974135
817,817,2015,37000,3,1,2,0.23578304309201323,5.0,5.25,1197,0.09058577405857739
818,818,2013,108640,2,2,1,0.14577983847086837,5.0,23.29,2993,0.3818942563712438
819,819,2016,38000,2,2,1,0.2876299595568699,5.0,23.99,1995,0.29631038417649297
820,820,2010,80000,3,1,1,0.18368259647329416,5.0,1.79,1399,0.1112590338531761
821,821,2011,47000,2,2,2,0.18013317431922085,5.0,13.9,2143,0.32103461392164323
822,822,2013,31000,2,2,1,0.22412065601434372,5.0,18.95,1968,0.2665081780144542
823,823,2014,40000,3,1,1,0.2599951727858705,5.0,2.49,998,0.06245720806390263
824,824,2016,4152,3,1,1,0.319067698635805,5.0,3.15,799,0.03632559908710535
825,825,2017,51000,2,1,1,0.27457315663295734,5.0,6.45,1498,0.14153670597185242
826,826,2013,55000,2,1,1,0.2797705247871361,5.0,4.25,1199,0.07550399391403577
827,827,2014,58500,3,1,1,0.2882637849415258,5.0,2.75,796,0.024914416127805233
828,828,2017,58620,3,1,1,0.23578304309201323,5.0,7.14,1197,0.09058577405857739
829,829,2012,29605,3,1,1,0.23198009078407753,5.0,2.44,1197,0.1503934837066756
830,830,2012,71172,3,1,3,0.2155006307830228,5.0,3.5,1197,0.08710536325599087
831,831,2017,12000,2,1,1,0.285728483402902,5.0,7.3,1396,0.10370863446177254
832,832,2014,25000,3,1,1,0.2599951727858705,5.0,2.75,998,0.06245720806390263
833,833,2017,43000,2,1,2,0.285728483402902,5.0,8.2,1396,0.10370863446177254
834,834,2015,57022,3,2,1,0.21816269739857783,5.0,6.51,1197,0.1319893495625713
835,835,2015,92000,2,1,1,0.25353015386237976,5.0,4.25,1399,0.06437809052871814
836,836,2014,33372,3,1,2,0.23578304309201323,5.0,6.21,1197,0.09813617344998098
837,837,2016,52625,2,1,1,0.30423618463485574,5.0,4.58,1120,0.06808672499049066
838,838,2016,215000,2,1,1,0.17772463785752823,7.0,7.5,2179,0.15994674781285662
839,839,2012,65537,1,1,1,0.7999403697078115,5.0,2.1,796,0.007987828071510064
840,840,2014,60138,3,1,1,0.25112161740068717,5.0,4.09,1086,0.06437809052871814
841,841,2014,84000,2,2,1,0.2446565984771965,5.0,10.75,1968,0.20311905667554203
842,842,2014,47000,2,2,1,0.20244382785911028,7.0,41.5,2993,0.42563712438189427
843,843,2014,33450,3,2,1,0.2928273277110487,5.0,4.4,998,0.06245720806390263
844,844,2013,125000,2,1,2,0.26037546801666406,5.0,6.25,1598,0.1319893495625713
845,845,2011,99606,2,2,2,0.20371147862842215,5.0,10.5,1995,0.27919360973754276
846,846,2014,64000,2,1,1,0.2632910647860814,7.0,7.25,1248,0.10384176492963103
847,847,2013,51000,2,1,1,0.25353015386237976,5.0,3.2,1399,0.06437809052871814
848,848,2014,57000,3,1,1,0.20878208170566975,5.0,3.95,1198,0.07569418029669074
849,849,2009,48040,2,2,2,0.21258503401360546,5.0,12.07,2967,0.39402814758463295
850,850,2017,43200,2,1,1,0.17341462524186776,7.0,18.6,2393,0.2160517306960822
851,851,2013,66000,2,2,1,0.28293965171041585,5.0,5.7,1582,0.17516165842525677
852,852,2013,31000,3,1,1,0.22716301786069232,5.0,1.75,1086,0.05306200076074552
853,853,2011,46000,2,2,2,0.20979620232111929,5.0,10.99,1968,0.2155001901863826
854,854,2012,47346,2,2,1,0.20979620232111929,5.0,14.5,1968,0.2155001901863826
855,855,2009,100000,2,1,1,0.2155006307830228,5.0,3.11,1896,0.13465195891974135
856,856,2015,63856,3,2,1,0.17366815539573013,5.0,13.96,1997,0.22757702548497527
857,857,2015,72996,2,1,1,0.28293965171041585,5.0,7.11,1582,0.17519969570178773
858,858,2014,23000,2,1,1,0.31057443848141525,7.0,6.9,1498,0.12248003042982121
859,859,2018,15985,3,1,1,0.23578304309201323,5.0,7.77,1197,0.09058577405857739
860,860,2011,98000,2,1,2,0.16225929847192308,8.0,5.5,2494,0.1289463674400913
861,861,2014,70089,3,1,1,0.23578304309201323,5.0,5.35,1197,0.09058577405857739
862,862,2011,99000,2,1,2,0.17240050462641826,7.0,4.5,2523,0.05477367820464055
863,863,2014,72000,2,1,1,0.25784016647804026,5.0,4.75,1498,0.1312286040319513
864,864,2015,44194,2,2,1,0.20738766585942667,5.0,32.8,2179,0.2919360973754279
865,865,2005,102000,3,1,1,0.21930358309095851,5.0,0.7,993,0.04906808672499048
866,866,2018,56652,2,2,1,0.16479460001054685,5.0,50.29,2987,0.42563712438189427
867,867,2010,41650,2,1,2,0.14577983847086837,7.0,10.99,2982,0.2601749714720426
868,868,2015,61717,3,2,1,0.23958599539994888,5.0,5.57,1197,0.0909090909090909
869,869,2018,25302,2,1,1,0.3219832954052223,5.0,5.9,1186,0.07563712438189425
870,870,2016,47016,3,1,1,0.19382380262778934,5.0,9.43,1591,0.16565233929250667
871,871,2010,69000,3,1,1,0.2580936966319026,5.0,2.9,1197,0.08501331304678585
872,872,2016,32700,3,1,1,0.24592424924650838,5.0,3.68,1198,0.100038037276531
873,873,2015,101337,2,2,1,0.15909017154864333,7.0,21.67,2982,0.25542031190566755
874,874,2011,59000,2,2,1,0.20979620232111929,5.0,12.5,1968,0.20121719284899198
875,875,2018,41736,2,2,1,0.1440051273938317,7.0,19.92,2755,0.2611259033853176
876,876,2014,71649,2,1,1,0.31818034309728666,5.0,6.75,1498,0.12248003042982121
877,877,2015,80606,2,1,1,0.31818034309728666,5.0,6.96,1498,0.12248003042982121
878,878,2017,63262,3,1,1,0.2750802169406821,5.0,3.25,999,0.06238113351084061
879,879,2018,5456,2,1,1,0.3600128184845793,5.0,8.65,1248,0.07569418029669074
880,880,2017,7500,3,2,1,0.2928273277110487,5.0,5.0,998,0.06245720806390263
881,881,2011,66000,2,1,1,0.19141526616609675,7.0,5.5,2179,0.20121719284899198
882,882,2010,66770,3,1,2,0.2580936966319026,5.0,2.6,1197,0.08501331304678585
883,883,2014,58472,3,1,1,0.25112161740068717,5.0,3.41,1086,0.06437809052871814
884,884,2011,46687,3,1,1,0.2788831692486178,5.0,2.7,1197,0.0905287181437809
885,885,2008,77000,3,2,4,0.12296212462325419,5.0,5.5,1995,0.24591099277291745
886,886,2012,7000,3,2,1,0.18165435524239512,4.0,35.0,1984,0.36591860022822364
887,887,2011,48000,3,2,2,0.1868517233965739,5.0,9.75,1991,0.28489920121719287
888,888,2013,47000,2,1,1,0.2743196264790949,5.0,4.25,1461,0.09623430962343095
889,889,2015,51530,3,1,1,0.23958599539994888,5.0,3.2,998,0.06257131989349561
890,890,2014,25789,2,1,2,0.29663028001898434,5.0,6.85,1248,0.07569418029669074
891,891,2015,48000,2,1,1,0.3270538984824699,5.0,4.5,1498,0.12248003042982121
892,892,2012,52000,2,1,1,0.3600128184845793,5.0,3.55,1248,0.07569418029669074
893,893,2010,95637,1,1,2,0.39355992844364934,5.0,1.9,1495,0.11316089767972613
894,894,2008,131000,2,1,1,0.13310333077774938,7.0,3.6,2609,0.1631799163179916
895,895,2015,42076,2,2,1,0.16479460001054685,5.0,21.8,2143,0.3174210726511982
896,896,2012,76000,2,1,2,0.16479460001054685,7.0,13.5,2982,0.25542031190566755
897,897,2016,20487,3,1,1,0.28775672463380103,5.0,2.66,799,0.03697223278813236
898,898,2010,43000,3,1,2,0.21296532924439904,5.0,3.75,1497,0.15614302015975656
899,899,2018,17000,3,2,1,0.24288188740015984,5.0,32.0,2494,0.23583111449220234
900,900,2016,60805,2,1,1,0.3295892000210937,5.0,8.07,1498,0.12248003042982121
901,901,2012,58775,2,1,1,0.24503689370799003,5.0,5.64,1968,0.19760365157854698
902,902,2013,70181,2,2,1,0.22412065601434372,5.0,23.99,1968,0.2665081780144542
903,903,2016,85827,2,1,1,0.2632910647860814,7.0,7.5,1248,0.10376569037656903
904,904,2016,58205,2,2,1,0.24427630324640293,5.0,27.0,2143,0.25374667173830356
905,905,2008,91000,2,1,2,0.2446565984771965,5.0,2.85,1248,0.07550399391403577
906,906,2012,74000,2,1,1,0.24098041124619202,5.0,6.35,1461,0.1412133891213389
907,907,2010,79324,2,1,1,0.26747431232481067,5.0,3.3,1248,0.07550399391403577
908,908,2013,38623,3,1,1,0.2421212969385727,5.0,5.0,1197,0.09813617344998098
909,909,2014,59923,2,1,1,0.29029202617242483,5.0,6.46,1248,0.07569418029669074
910,910,2017,23360,3,1,1,0.26747431232481067,5.0,3.75,814,0.03993914035755039
911,911,2003,61495,3,1,3,0.21930358309095851,5.0,1.52,993,0.04906808672499048
912,912,2012,56661,3,1,1,0.19141526616609675,7.0,3.61,1196,0.07379231647014074
913,913,2017,40318,2,2,1,0.1794993489345649,5.0,43.74,1968,0.26645112209965766
914,914,2014,60000,2,2,1,0.1994014660127617,5.0,20.0,1968,0.2665081780144542
915,915,2008,103000,2,2,2,0.0,2.0,3.0,799,0.1503934837066756
916,916,2010,130000,2,1,1,0.2446565984771965,5.0,3.65,1248,0.07550399391403577
917,917,2013,20000,2,1,1,0.17835846324218418,10.0,5.25,1978,0.09300114111829592
918,918,2016,76000,2,2,1,0.20244382785911028,7.0,58.0,2993,0.42563712438189427
919,919,2015,30000,3,2,1,0.2281771384761418,5.0,8.65,1497,0.15804488398630656
920,920,2015,150000,2,1,1,0.31691269232797475,5.0,2.5,1396,0.06620387980220617
921,921,2014,28000,3,2,1,0.2146132752445045,5.0,7.75,1197,0.1319893495625713
922,922,2015,74000,3,1,1,0.2928273277110487,5.0,4.15,998,0.06245720806390263
923,923,2011,75000,2,1,1,0.14577983847086837,7.0,10.85,2982,0.2601749714720426
924,924,2010,76000,3,2,2,0.1432445369322446,5.0,5.53,2360,0.25827310764549255
925,925,2014,64889,2,2,1,0.19648586924334432,5.0,11.5,1896,0.13465195891974135
926,926,2010,10000,3,1,1,0.1140885692380709,2.0,40.0,3436,0.1503934837066756
927,927,2015,43000,2,1,1,0.24934690632365053,5.0,9.25,1582,0.17497147204260177
928,928,2011,47490,3,1,1,0.22183888462958232,5.0,2.29,1198,0.07759604412324077
929,929,2015,80000,2,1,1,0.2886440801723194,5.0,7.0,1498,0.12246101179155573
930,930,2007,60000,3,1,2,0.2307124400147656,5.0,1.65,1061,0.05667554203119056
931,931,2017,6006,3,1,1,0.26278400447835665,5.0,8.25,1373,0.10821605173069608
932,932,2011,71703,3,2,1,0.1868517233965739,5.0,9.14,1991,0.2792506656523393
933,933,2016,33000,3,1,1,0.22564183693751802,5.0,6.5,1198,0.099847850893876
934,934,2012,60000,2,1,1,0.299038816480677,5.0,2.95,1364,0.1503934837066756
935,935,2015,91000,2,1,1,0.25188220786227433,5.0,5.75,1461,0.09433244579688092
936,936,2012,72000,4,1,1,0.7811568276684555,5.0,2.85,998,0.045644731837200456
937,937,2011,43000,3,1,2,0.20878208170566975,5.0,2.1,1198,0.07550399391403577
938,938,2017,63770,2,1,1,0.24934690632365053,5.0,13.55,1582,0.17497147204260177
939,939,2012,43510,2,2,1,0.1868517233965739,5.0,20.5,2993,0.4501711677443894
940,940,2017,52000,2,1,1,0.20662707539783953,5.0,20.0,1956,0.25827310764549255
941,941,2018,31427,2,2,1,0.19876764062810576,5.0,59.72,1999,0.2715861544313427
942,942,2016,29000,2,1,1,0.3472095457145291,5.0,6.5,1248,0.07569418029669074
943,943,2016,56000,2,1,1,0.3560831010997124,5.0,7.5,1248,0.10327120578166603
944,944,2007,76000,3,1,2,0.19014761539678485,5.0,2.15,1586,0.13404336249524534
945,945,2015,53615,2,1,1,0.28775672463380103,5.0,8.44,1582,0.17504754659566374
946,946,2013,132000,2,1,1,0.17113285385710636,7.0,12.49,2477,0.2688474705211107
947,947,2017,14800,3,1,1,0.2155006307830228,5.0,5.48,1198,0.07521871434005324
948,948,2013,35433,3,1,1,0.2345153923227013,5.0,4.2,1197,0.09813617344998098
949,949,2013,82966,2,1,1,0.21296532924439904,5.0,7.2,1493,0.14416127805249146
950,950,2014,96000,2,1,1,0.29663028001898434,5.0,4.8,1248,0.07569418029669074
951,951,2017,39528,2,1,1,0.3209691747897728,6.0,5.83,1198,0.08139977177634082
952,952,2018,92056,2,1,1,0.17341462524186776,7.0,18.39,2393,0.2160517306960822
953,953,2016,14930,3,1,1,0.2712772646327464,5.0,5.85,1197,0.09300114111829592
954,954,2016,38000,2,1,1,0.3460686600221484,5.0,6.21,1498,0.12248003042982121
955,955,2013,71000,3,1,1,0.2155006307830228,5.0,3.65,1197,0.08710536325599087
956,956,2012,71000,2,1,1,0.29155967694173673,5.0,3.7,1396,0.10612400152149105
957,957,2015,50000,2,2,1,0.24427630324640293,5.0,30.0,2143,0.25374667173830356
958,958,2016,48163,3,1,1,0.2421212969385727,5.0,4.85,1197,0.0909090909090909
959,959,2017,19168,3,2,1,0.23958599539994888,5.0,6.93,1197,0.0909090909090909
960,960,2016,26000,3,1,1,0.2882637849415258,5.0,2.6,796,0.024914416127805233
961,961,2014,37400,3,1,1,0.2307124400147656,5.0,1.89,1199,0.09186002282236592
962,962,2018,8682,2,2,1,0.0,5.0,39.5,1950,0.303917839482693
963,963,2012,95000,3,2,1,0.17366815539573013,5.0,10.0,1798,0.23497527577025484
964,964,2009,34000,2,2,1,0.20979620232111929,5.0,9.95,1968,0.2155001901863826
965,965,2014,95000,2,1,2,0.16225929847192308,8.0,9.45,2494,0.1289463674400913
966,966,2017,13689,2,2,1,0.2269094877068299,5.0,28.25,2143,0.19360973754279193
967,967,2008,84000,3,1,2,0.25112161740068717,5.0,1.8,1086,0.06437809052871814
968,968,2008,47000,3,1,2,0.22183888462958232,5.0,1.4,1298,0.09813617344998098
969,969,2015,60001,2,2,1,0.27457315663295734,5.0,7.25,1498,0.1318372004564473
970,970,2012,96000,2,1,1,0.26747431232481067,5.0,3.6,1248,0.07550399391403577
971,971,2004,47300,3,1,2,0.18254171078091344,5.0,1.2,1599,0.11373145682769113
972,972,2014,28246,3,1,2,0.22564183693751802,5.0,4.94,1198,0.099847850893876
973,973,2007,65000,3,1,2,0.23958599539994888,5.0,1.25,998,0.06257131989349561
974,974,2013,68000,2,1,2,0.2797705247871361,5.0,4.8,1199,0.07550399391403577
975,975,2019,11209,2,2,1,0.15997752708716165,7.0,31.15,2198,0.23545074172689234
976,976,2011,41980,3,1,2,0.2155006307830228,5.0,3.3,1197,0.08710536325599087
977,977,2012,65000,2,1,1,0.3224903557129471,5.0,2.4,936,0.04450361354127044
978,978,2010,38000,3,1,1,0.18761231385816104,5.0,2.0,1799,0.18257892734880182
979,979,2014,51000,3,1,1,0.2599951727858705,5.0,3.1,998,0.06245720806390263
980,980,2014,33855,3,1,1,0.19014761539678485,5.0,5.09,1598,0.1319893495625713
981,981,2006,146000,3,1,2,0.19521821847403245,5.0,1.05,1590,0.11373145682769113
982,982,2015,47037,2,1,2,0.2886440801723194,5.0,7.0,1498,0.12246101179155573
983,983,2010,58000,3,1,2,0.16732990154917066,5.0,2.5,1495,0.11373145682769113
984,984,2012,61240,2,2,1,0.28496789294131486,5.0,17.5,1995,0.29631038417649297
985,985,2011,91211,3,1,1,0.2651925409400493,5.0,2.1,998,0.06257131989349561
986,986,2013,84000,2,2,1,0.1994014660127617,5.0,17.75,1968,0.2665081780144542
987,987,2008,64226,4,1,1,0.5158020274299344,5.0,1.45,1061,0.04431342715861543
988,988,2005,67000,3,2,2,0.1432445369322446,5.0,2.45,1794,0.17268923545074172
989,989,2011,106976,2,2,1,0.17113285385710636,5.0,13.8,2400,0.34385697984024344
990,990,2016,27210,2,1,1,0.3460686600221484,5.0,5.85,1498,0.12248003042982121
991,991,2017,26322,2,1,1,0.3560831010997124,5.0,8.9,1248,0.10327120578166603
992,992,2016,9107,3,1,1,0.25860075693962736,5.0,5.15,1197,0.0905287181437809
993,993,2015,63983,2,2,1,0.24427630324640293,5.0,16.56,2143,0.25827310764549255
994,994,2010,134000,3,1,2,0.23958599539994888,5.0,1.65,1061,0.06238113351084061
995,995,2015,11000,3,2,1,0.19648586924334432,5.0,16.0,1595,0.16451122099657667
996,996,2008,93000,3,1,1,0.0,5.0,1.45,1086,0.05287181437809052
997,997,2017,24852,2,2,1,0.3370683395600339,5.0,8.08,1248,0.07569418029669074
998,998,2014,37632,3,2,1,0.23958599539994888,5.0,4.5,1197,0.0909090909090909
999,999,2013,55000,3,1,2,0.21486680539836686,5.0,4.3,1498,0.12076835298592621
1000,1000,2010,81448,3,1,1,0.2408536461692608,5.0,2.6,998,0.060669456066945585
1001,1001,2018,1900,3,1,1,0.319067698635805,5.0,4.45,799,0.03632559908710535
1002,1002,2012,54957,3,2,1,0.21676828155233474,5.0,5.37,1591,0.16584252567516167
1003,1003,2008,55000,3,1,2,0.23958599539994888,5.0,1.75,1061,0.06238113351084061
1004,1004,2013,21983,2,2,1,0.2393324652460865,5.0,16.5,1995,0.28489920121719287
1005,1005,2013,76000,2,2,1,0.23426186216883893,5.0,19.0,1995,0.2715861544313427
1006,1006,2016,65000,2,1,1,0.31691269232797475,5.0,2.8,1396,0.06620387980220617
1007,1007,2015,26000,2,1,1,0.285728483402902,5.0,6.2,1396,0.10370863446177254
1008,1008,2019,11571,3,1,1,0.21296532924439904,8.0,3.8,796,0.0
1009,1009,2014,81000,2,1,1,0.3194479938665985,5.0,6.1,1248,0.07569418029669074
1010,1010,2019,23154,2,1,1,0.29155967694173673,5.0,11.65,1498,0.12316470140737922
1011,1011,2014,26856,3,2,1,0.20916237693646333,5.0,4.15,1198,0.100038037276531
1012,1012,2017,67489,2,1,1,0.17341462524186776,7.0,16.5,2393,0.2160517306960822
1013,1013,2008,176000,2,1,2,0.13310333077774938,8.0,4.3,2179,0.1631799163179916
1014,1014,2010,18000,3,1,1,0.2345153923227013,5.0,2.25,1197,0.08710536325599087
1015,1015,2014,63003,2,1,1,0.28293965171041585,5.0,6.75,1582,0.17519969570178773
1016,1016,2014,80000,2,1,1,0.19141526616609675,7.0,9.4,2179,0.20121719284899198
1017,1017,2014,56658,2,1,1,0.26164311878597596,5.0,5.39,1498,0.1413084823126664
1018,1018,2019,18592,2,1,1,0.3370683395600339,5.0,8.51,1248,0.07569418029669074
1019,1019,2010,75695,3,1,1,0.17366815539573013,5.0,1.85,1368,0.10384176492963103
1020,1020,2012,82000,2,1,2,0.29029202617242483,5.0,2.5,1248,0.07569418029669074
1021,1021,2013,60000,2,1,1,0.2797705247871361,5.0,4.75,1199,0.07550399391403577
1022,1022,2009,138000,3,1,2,0.2155006307830228,5.0,3.5,1497,0.15937618866489162
1023,1023,2014,67000,2,1,1,0.29155967694173673,5.0,5.5,1396,0.10612400152149105
1024,1024,2012,42750,3,1,1,0.2155006307830228,5.0,6.33,1497,0.15937618866489162
1025,1025,2014,52398,2,1,1,0.3224903557129471,5.0,2.47,936,0.04450361354127044
1026,1026,2014,36657,3,1,1,0.20535942462852763,5.0,3.3,995,0.05306200076074552
1027,1027,2011,77000,2,1,2,0.14666719400938671,7.0,3.5,2179,0.19760365157854698
1028,1028,2014,85000,2,2,1,0.1432445369322446,7.0,38.75,2987,0.4195511601369342
1029,1029,2008,112500,2,2,1,0.14577983847086837,5.0,7.99,2993,0.3818942563712438
1030,1030,2013,105072,2,1,1,0.1805134695500144,7.0,13.28,2755,0.26683149486496766
1031,1031,2012,80000,3,2,1,0.14261071154758864,5.0,9.5,1995,0.2202358311144922
1032,1032,2019,3102,2,1,1,0.25822046170883384,5.0,14.01,1461,0.1412133891213389
1033,1033,2016,14656,2,1,1,0.30930678771210335,5.0,6.99,1120,0.06998858881704069
1034,1034,2010,105000,2,2,2,0.16732990154917066,5.0,11.0,1995,0.25827310764549255
1035,1035,2008,61000,3,2,2,0.1369062830856851,5.0,11.0,2497,0.34385697984024344
1036,1036,2010,85046,3,1,2,0.22893772893772893,5.0,2.3,1198,0.07759604412324077
1037,1037,2014,48000,2,2,1,0.20738766585942667,5.0,26.5,2179,0.2919360973754279
1038,1038,2011,55000,2,2,1,0.12930037846981368,7.0,67.0,4367,0.5207303157093953
1039,1039,2017,4000,3,2,1,0.20282412308990383,5.0,17.75,1368,0.2392544693799924
1040,1040,2010,94000,3,2,2,0.12803272770050178,5.0,4.8,2354,0.22403955876759224
1041,1041,2013,61110,3,1,1,0.23578304309201323,5.0,4.57,1197,0.09813617344998098
1042,1042,2016,80000,2,1,1,0.30930678771210335,5.0,3.5,1120,0.06998858881704069
1043,1043,2015,43190,2,1,1,0.24098041124619202,5.0,7.61,1461,0.1413084823126664
1044,1044,2015,45000,2,2,1,0.23134626539942155,5.0,25.0,1968,0.29201217192848994
1045,1045,2016,44178,3,1,1,0.23958599539994888,5.0,5.88,1197,0.0909090909090909
1046,1046,2015,84415,2,1,1,0.16466783493361567,8.0,13.5,2494,0.12628375808292125
1047,1047,2015,35000,3,1,1,0.2345153923227013,5.0,4.6,1197,0.08710536325599087
1048,1048,2013,44000,2,1,1,0.2886440801723194,5.0,4.9,1498,0.12246101179155573
1049,1049,2012,67635,3,1,1,0.2155006307830228,5.0,5.25,1497,0.15937618866489162
1050,1050,2018,18385,3,2,1,0.18761231385816104,5.0,12.41,1497,0.16576645112209965
1051,1051,2014,35000,2,1,1,0.2797705247871361,5.0,3.8,1199,0.07550399391403577
1052,1052,2010,49000,2,2,1,0.24427630324640293,5.0,8.95,2143,0.25827310764549255
1053,1053,2013,69000,2,1,1,0.28775672463380103,5.0,7.2,1498,0.10581970330924305
1054,1054,2017,23228,3,1,1,0.18254171078091344,5.0,4.5,1396,0.05857740585774057
1055,1055,2014,68462,2,1,1,0.3370683395600339,5.0,4.15,1248,0.07569418029669074
1056,1056,2016,74611,2,1,1,0.31818034309728666,5.0,7.94,1248,0.10327120578166603
1057,1057,2014,90000,2,1,1,0.24098041124619202,5.0,7.25,1461,0.1412133891213389
1058,1058,2016,22000,3,1,1,0.23958599539994888,5.0,3.7,998,0.06257131989349561
1059,1059,2010,58163,3,1,1,0.0,5.0,2.45,1086,0.05287181437809052
1060,1060,2011,109500,2,1,3,0.3224903557129471,5.0,1.5,936,0.04450361354127044
1061,1061,2017,13363,2,1,1,0.20282412308990383,7.0,12.0,1997,0.20121719284899198
1062,1062,2012,51000,3,1,2,0.25112161740068717,5.0,2.2,1086,0.06437809052871814
1063,1063,2007,103000,2,1,1,0.17658375216514752,7.0,3.6,2179,0.19741346519589198
1064,1064,2009,43002,3,1,1,0.2580936966319026,5.0,1.92,1197,0.08501331304678585
1065,1065,2016,108000,2,2,1,0.1440051273938317,7.0,20.5,2755,0.2611259033853176
